Entity,Code,Date,Johns Hopkins,WHO,ECDC (deaths)
Egypt,EGY,3-Jan-20,,,0
Egypt,EGY,4-Jan-20,,,0
Egypt,EGY,5-Jan-20,,,0
Egypt,EGY,6-Jan-20,,,0
Egypt,EGY,7-Jan-20,,,0
Egypt,EGY,8-Jan-20,,,0
Egypt,EGY,9-Jan-20,,,0
Egypt,EGY,10-Jan-20,,,0
Egypt,EGY,11-Jan-20,,,0
Egypt,EGY,12-Jan-20,,,0
Egypt,EGY,13-Jan-20,,,0
Egypt,EGY,14-Jan-20,,,0
Egypt,EGY,15-Jan-20,,,0
Egypt,EGY,16-Jan-20,,,0
Egypt,EGY,17-Jan-20,,,0
Egypt,EGY,18-Jan-20,,,0
Egypt,EGY,19-Jan-20,,,0
Egypt,EGY,20-Jan-20,,,0
Egypt,EGY,21-Jan-20,,,0
Egypt,EGY,22-Jan-20,0,,0
Egypt,EGY,23-Jan-20,0,,0
Egypt,EGY,24-Jan-20,0,,0
Egypt,EGY,25-Jan-20,0,,0
Egypt,EGY,26-Jan-20,0,,0
Egypt,EGY,27-Jan-20,0,,0
Egypt,EGY,28-Jan-20,0,,0
Egypt,EGY,29-Jan-20,0,,0
Egypt,EGY,30-Jan-20,0,,0
Egypt,EGY,31-Jan-20,0,,0
Egypt,EGY,1-Feb-20,0,,0
Egypt,EGY,2-Feb-20,0,,0
Egypt,EGY,3-Feb-20,0,,0
Egypt,EGY,4-Feb-20,0,,0
Egypt,EGY,5-Feb-20,0,,0
Egypt,EGY,6-Feb-20,0,,0
Egypt,EGY,7-Feb-20,0,,0
Egypt,EGY,8-Feb-20,0,,0
Egypt,EGY,9-Feb-20,0,,0
Egypt,EGY,10-Feb-20,0,,0
Egypt,EGY,11-Feb-20,0,,0
Egypt,EGY,12-Feb-20,0,,0
Egypt,EGY,13-Feb-20,0,,0
Egypt,EGY,14-Feb-20,0,,0
Egypt,EGY,15-Feb-20,0,,0
Egypt,EGY,16-Feb-20,0,,0
Egypt,EGY,17-Feb-20,0,,0
Egypt,EGY,18-Feb-20,0,,0
Egypt,EGY,19-Feb-20,0,,0
Egypt,EGY,20-Feb-20,0,,0
Egypt,EGY,21-Feb-20,0,,0
Egypt,EGY,22-Feb-20,0,,0
Egypt,EGY,23-Feb-20,0,,0
Egypt,EGY,24-Feb-20,0,,0
Egypt,EGY,25-Feb-20,0,,0
Egypt,EGY,26-Feb-20,0,,0
Egypt,EGY,27-Feb-20,0,,0
Egypt,EGY,28-Feb-20,0,,0
Egypt,EGY,29-Feb-20,0,,0
Egypt,EGY,1-Mar-20,0,,0
Egypt,EGY,2-Mar-20,0,,0
Egypt,EGY,3-Mar-20,0,,
Egypt,EGY,4-Mar-20,0,,
Egypt,EGY,5-Mar-20,0,,
Egypt,EGY,6-Mar-20,0,,0
Egypt,EGY,7-Mar-20,0,,0
Egypt,EGY,8-Mar-20,1,,
Egypt,EGY,9-Mar-20,1,1,1
Egypt,EGY,10-Mar-20,1,1,1
Egypt,EGY,11-Mar-20,1,1,1
Egypt,EGY,12-Mar-20,1,1,1
Egypt,EGY,13-Mar-20,2,1,2
Egypt,EGY,14-Mar-20,2,2,2
Egypt,EGY,15-Mar-20,2,2,2
Egypt,EGY,16-Mar-20,2,2,2
Egypt,EGY,17-Mar-20,4,4,2
Egypt,EGY,18-Mar-20,6,,4
Egypt,EGY,19-Mar-20,,,6
Egypt,EGY,20-Mar-20,,,6
Egypt,EGY,21-Mar-20,,,7
Egypt,EGY,22-Mar-20,,,8
Egypt,EGY,23-Mar-20,,,10
Egypt,EGY,24-Mar-20,,,14
Egypt,EGY,25-Mar-20,,,19
Egypt,EGY,26-Mar-20,,,21
Egypt,EGY,27-Mar-20,,,21
El Salvador,SLV,19-Mar-20,,,0
El Salvador,SLV,20-Mar-20,,,0
El Salvador,SLV,21-Mar-20,,,0
El Salvador,SLV,22-Mar-20,,,0
El Salvador,SLV,23-Mar-20,,,0
El Salvador,SLV,24-Mar-20,,,0
El Salvador,SLV,25-Mar-20,,,0
El Salvador,SLV,26-Mar-20,,,0
El Salvador,SLV,27-Mar-20,,,0
Equatorial Guinea,GNQ,22-Jan-20,0,,
Equatorial Guinea,GNQ,23-Jan-20,0,,
Equatorial Guinea,GNQ,24-Jan-20,0,,
Equatorial Guinea,GNQ,25-Jan-20,0,,
Equatorial Guinea,GNQ,26-Jan-20,0,,
Equatorial Guinea,GNQ,27-Jan-20,0,,
Equatorial Guinea,GNQ,28-Jan-20,0,,
Equatorial Guinea,GNQ,29-Jan-20,0,,
Equatorial Guinea,GNQ,30-Jan-20,0,,
Equatorial Guinea,GNQ,31-Jan-20,0,,
Equatorial Guinea,GNQ,1-Feb-20,0,,
Equatorial Guinea,GNQ,2-Feb-20,0,,
Equatorial Guinea,GNQ,3-Feb-20,0,,
Equatorial Guinea,GNQ,4-Feb-20,0,,
Equatorial Guinea,GNQ,5-Feb-20,0,,
Equatorial Guinea,GNQ,6-Feb-20,0,,
Equatorial Guinea,GNQ,7-Feb-20,0,,
Equatorial Guinea,GNQ,8-Feb-20,0,,
Equatorial Guinea,GNQ,9-Feb-20,0,,
Equatorial Guinea,GNQ,10-Feb-20,0,,
Equatorial Guinea,GNQ,11-Feb-20,0,,
Equatorial Guinea,GNQ,12-Feb-20,0,,
Equatorial Guinea,GNQ,13-Feb-20,0,,
Equatorial Guinea,GNQ,14-Feb-20,0,,
Equatorial Guinea,GNQ,15-Feb-20,0,,
Equatorial Guinea,GNQ,16-Feb-20,0,,
Equatorial Guinea,GNQ,17-Feb-20,0,,
Equatorial Guinea,GNQ,18-Feb-20,0,,
Equatorial Guinea,GNQ,19-Feb-20,0,,
Equatorial Guinea,GNQ,20-Feb-20,0,,
Equatorial Guinea,GNQ,21-Feb-20,0,,
Equatorial Guinea,GNQ,22-Feb-20,0,,
Equatorial Guinea,GNQ,23-Feb-20,0,,
Equatorial Guinea,GNQ,24-Feb-20,0,,
Equatorial Guinea,GNQ,25-Feb-20,0,,
Equatorial Guinea,GNQ,26-Feb-20,0,,
Equatorial Guinea,GNQ,27-Feb-20,0,,
Equatorial Guinea,GNQ,28-Feb-20,0,,
Equatorial Guinea,GNQ,29-Feb-20,0,,
Equatorial Guinea,GNQ,1-Mar-20,0,,
Equatorial Guinea,GNQ,2-Mar-20,0,,
Equatorial Guinea,GNQ,3-Mar-20,0,,
Equatorial Guinea,GNQ,4-Mar-20,0,,
Equatorial Guinea,GNQ,5-Mar-20,0,,
Equatorial Guinea,GNQ,6-Mar-20,0,,
Equatorial Guinea,GNQ,7-Mar-20,0,,
Equatorial Guinea,GNQ,8-Mar-20,0,,
Equatorial Guinea,GNQ,9-Mar-20,0,,
Equatorial Guinea,GNQ,10-Mar-20,0,,
Equatorial Guinea,GNQ,11-Mar-20,0,,
Equatorial Guinea,GNQ,12-Mar-20,0,,
Equatorial Guinea,GNQ,13-Mar-20,0,,
Equatorial Guinea,GNQ,14-Mar-20,0,,
Equatorial Guinea,GNQ,15-Mar-20,0,,0
Equatorial Guinea,GNQ,16-Mar-20,0,,0
Equatorial Guinea,GNQ,17-Mar-20,0,,0
Equatorial Guinea,GNQ,18-Mar-20,0,,0
Equatorial Guinea,GNQ,19-Mar-20,,,0
Equatorial Guinea,GNQ,20-Mar-20,,,0
Equatorial Guinea,GNQ,21-Mar-20,,,0
Equatorial Guinea,GNQ,22-Mar-20,,,0
Equatorial Guinea,GNQ,23-Mar-20,,,0
Equatorial Guinea,GNQ,24-Mar-20,,,0
Equatorial Guinea,GNQ,25-Mar-20,,,0
Equatorial Guinea,GNQ,26-Mar-20,,,0
Equatorial Guinea,GNQ,27-Mar-20,,,0
Eritrea,ERI,22-Mar-20,,,0
Eritrea,ERI,23-Mar-20,,,0
Eritrea,ERI,24-Mar-20,,,0
Eritrea,ERI,25-Mar-20,,,0
Eritrea,ERI,26-Mar-20,,,0
Eritrea,ERI,27-Mar-20,,,0
Estonia,EST,31-Dec-19,,,0
Estonia,EST,1-Jan-20,,,0
Estonia,EST,2-Jan-20,,,0
Estonia,EST,3-Jan-20,,,0
Estonia,EST,4-Jan-20,,,0
Estonia,EST,5-Jan-20,,,0
Estonia,EST,6-Jan-20,,,0
Estonia,EST,7-Jan-20,,,0
Estonia,EST,8-Jan-20,,,0
Estonia,EST,9-Jan-20,,,0
Estonia,EST,10-Jan-20,,,0
Estonia,EST,11-Jan-20,,,0
Estonia,EST,12-Jan-20,,,0
Estonia,EST,13-Jan-20,,,0
Estonia,EST,14-Jan-20,,,0
Estonia,EST,15-Jan-20,,,0
Estonia,EST,16-Jan-20,,,0
Estonia,EST,17-Jan-20,,,0
Estonia,EST,18-Jan-20,,,0
Estonia,EST,19-Jan-20,,,0
Estonia,EST,20-Jan-20,,,0
Estonia,EST,21-Jan-20,,,0
Estonia,EST,22-Jan-20,0,,0
Estonia,EST,23-Jan-20,0,,0
Estonia,EST,24-Jan-20,0,,0
Estonia,EST,25-Jan-20,0,,0
Estonia,EST,26-Jan-20,0,,0
Estonia,EST,27-Jan-20,0,,0
Estonia,EST,28-Jan-20,0,,0
Estonia,EST,29-Jan-20,0,,0
Estonia,EST,30-Jan-20,0,,0
Estonia,EST,31-Jan-20,0,,0
Estonia,EST,1-Feb-20,0,,0
Estonia,EST,2-Feb-20,0,,0
Estonia,EST,3-Feb-20,0,,0
Estonia,EST,4-Feb-20,0,,0
Estonia,EST,5-Feb-20,0,,0
Estonia,EST,6-Feb-20,0,,0
Estonia,EST,7-Feb-20,0,,0
Estonia,EST,8-Feb-20,0,,0
Estonia,EST,9-Feb-20,0,,0
Estonia,EST,10-Feb-20,0,,0
Estonia,EST,11-Feb-20,0,,0
Estonia,EST,12-Feb-20,0,,0
Estonia,EST,13-Feb-20,0,,0
Estonia,EST,14-Feb-20,0,,0
Estonia,EST,15-Feb-20,0,,0
Estonia,EST,16-Feb-20,0,,0
Estonia,EST,17-Feb-20,0,,0
Estonia,EST,18-Feb-20,0,,0
Estonia,EST,19-Feb-20,0,,0
Estonia,EST,20-Feb-20,0,,0
Estonia,EST,21-Feb-20,0,,0
Estonia,EST,22-Feb-20,0,,0
Estonia,EST,23-Feb-20,0,,0
Estonia,EST,24-Feb-20,0,,0
Estonia,EST,25-Feb-20,0,,0
Estonia,EST,26-Feb-20,0,,0
Estonia,EST,27-Feb-20,0,,0
Estonia,EST,28-Feb-20,0,,0
Estonia,EST,29-Feb-20,0,,0
Estonia,EST,1-Mar-20,0,,0
Estonia,EST,2-Mar-20,0,,0
Estonia,EST,3-Mar-20,0,,
Estonia,EST,4-Mar-20,0,,0
Estonia,EST,5-Mar-20,0,,
Estonia,EST,6-Mar-20,0,,0
Estonia,EST,7-Mar-20,0,,0
Estonia,EST,8-Mar-20,0,,
Estonia,EST,9-Mar-20,0,,
Estonia,EST,10-Mar-20,0,,
Estonia,EST,11-Mar-20,0,,0
Estonia,EST,12-Mar-20,0,,0
Estonia,EST,13-Mar-20,0,,0
Estonia,EST,14-Mar-20,0,,0
Estonia,EST,15-Mar-20,0,,0
Estonia,EST,16-Mar-20,0,,0
Estonia,EST,17-Mar-20,0,,0
Estonia,EST,18-Mar-20,0,,0
Estonia,EST,19-Mar-20,,,0
Estonia,EST,20-Mar-20,,,0
Estonia,EST,21-Mar-20,,,0
Estonia,EST,22-Mar-20,,,0
Estonia,EST,23-Mar-20,,,0
Estonia,EST,24-Mar-20,,,0
Estonia,EST,25-Mar-20,,,0
Estonia,EST,26-Mar-20,,,1
Estonia,EST,27-Mar-20,,,1
Ethiopia,ETH,22-Jan-20,0,,
Ethiopia,ETH,23-Jan-20,0,,
Ethiopia,ETH,24-Jan-20,0,,
Ethiopia,ETH,25-Jan-20,0,,
Ethiopia,ETH,26-Jan-20,0,,
Ethiopia,ETH,27-Jan-20,0,,
Ethiopia,ETH,28-Jan-20,0,,
Ethiopia,ETH,29-Jan-20,0,,
Ethiopia,ETH,30-Jan-20,0,,
Ethiopia,ETH,31-Jan-20,0,,
Ethiopia,ETH,1-Feb-20,0,,
Ethiopia,ETH,2-Feb-20,0,,
Ethiopia,ETH,3-Feb-20,0,,
Ethiopia,ETH,4-Feb-20,0,,
Ethiopia,ETH,5-Feb-20,0,,
Ethiopia,ETH,6-Feb-20,0,,
Ethiopia,ETH,7-Feb-20,0,,
Ethiopia,ETH,8-Feb-20,0,,
Ethiopia,ETH,9-Feb-20,0,,
Ethiopia,ETH,10-Feb-20,0,,
Ethiopia,ETH,11-Feb-20,0,,
Ethiopia,ETH,12-Feb-20,0,,
Ethiopia,ETH,13-Feb-20,0,,
Ethiopia,ETH,14-Feb-20,0,,
Ethiopia,ETH,15-Feb-20,0,,
Ethiopia,ETH,16-Feb-20,0,,
Ethiopia,ETH,17-Feb-20,0,,
Ethiopia,ETH,18-Feb-20,0,,
Ethiopia,ETH,19-Feb-20,0,,
Ethiopia,ETH,20-Feb-20,0,,
Ethiopia,ETH,21-Feb-20,0,,
Ethiopia,ETH,22-Feb-20,0,,
Ethiopia,ETH,23-Feb-20,0,,
Ethiopia,ETH,24-Feb-20,0,,
Ethiopia,ETH,25-Feb-20,0,,
Ethiopia,ETH,26-Feb-20,0,,
Ethiopia,ETH,27-Feb-20,0,,
Ethiopia,ETH,28-Feb-20,0,,
Ethiopia,ETH,29-Feb-20,0,,
Ethiopia,ETH,1-Mar-20,0,,
Ethiopia,ETH,2-Mar-20,0,,
Ethiopia,ETH,3-Mar-20,0,,
Ethiopia,ETH,4-Mar-20,0,,
Ethiopia,ETH,5-Mar-20,0,,
Ethiopia,ETH,6-Mar-20,0,,
Ethiopia,ETH,7-Mar-20,0,,
Ethiopia,ETH,8-Mar-20,0,,
Ethiopia,ETH,9-Mar-20,0,,
Ethiopia,ETH,10-Mar-20,0,,
Ethiopia,ETH,11-Mar-20,0,,
Ethiopia,ETH,12-Mar-20,0,,
Ethiopia,ETH,13-Mar-20,0,,
Ethiopia,ETH,14-Mar-20,0,,0
Ethiopia,ETH,15-Mar-20,0,,0
Ethiopia,ETH,16-Mar-20,0,,0
Ethiopia,ETH,17-Mar-20,0,,0
Ethiopia,ETH,18-Mar-20,0,,0
Ethiopia,ETH,19-Mar-20,,,0
Ethiopia,ETH,20-Mar-20,,,0
Ethiopia,ETH,21-Mar-20,,,0
Ethiopia,ETH,22-Mar-20,,,0
Ethiopia,ETH,23-Mar-20,,,0
Ethiopia,ETH,24-Mar-20,,,0
Ethiopia,ETH,25-Mar-20,,,0
Ethiopia,ETH,26-Mar-20,,,0
Ethiopia,ETH,27-Mar-20,,,0
Faeroe Islands,FRO,20-Mar-20,,,0
Faeroe Islands,FRO,21-Mar-20,,,0
Faeroe Islands,FRO,22-Mar-20,,,0
Faeroe Islands,FRO,23-Mar-20,,,0
Faeroe Islands,FRO,24-Mar-20,,,0
Faeroe Islands,FRO,25-Mar-20,,,0
Faeroe Islands,FRO,26-Mar-20,,,0
Faeroe Islands,FRO,27-Mar-20,,,0
Fiji,FJI,20-Mar-20,,,0
Fiji,FJI,21-Mar-20,,,0
Fiji,FJI,22-Mar-20,,,0
Fiji,FJI,23-Mar-20,,,0
Fiji,FJI,24-Mar-20,,,0
Fiji,FJI,25-Mar-20,,,0
Fiji,FJI,26-Mar-20,,,0
Fiji,FJI,27-Mar-20,,,0
Finland,FIN,31-Dec-19,,,0
Finland,FIN,1-Jan-20,,,0
Finland,FIN,2-Jan-20,,,0
Finland,FIN,3-Jan-20,,,0
Finland,FIN,4-Jan-20,,,0
Finland,FIN,5-Jan-20,,,0
Finland,FIN,6-Jan-20,,,0
Finland,FIN,7-Jan-20,,,0
Finland,FIN,8-Jan-20,,,0
Finland,FIN,9-Jan-20,,,0
Finland,FIN,10-Jan-20,,,0
Finland,FIN,11-Jan-20,,,0
Finland,FIN,12-Jan-20,,,0
Finland,FIN,13-Jan-20,,,0
Finland,FIN,14-Jan-20,,,0
Finland,FIN,15-Jan-20,,,0
Finland,FIN,16-Jan-20,,,0
Finland,FIN,17-Jan-20,,,0
Finland,FIN,18-Jan-20,,,0
Finland,FIN,19-Jan-20,,,0
Finland,FIN,20-Jan-20,,,0
Finland,FIN,21-Jan-20,,,0
Finland,FIN,22-Jan-20,0,,0
Finland,FIN,23-Jan-20,0,,0
Finland,FIN,24-Jan-20,0,,0
Finland,FIN,25-Jan-20,0,,0
Finland,FIN,26-Jan-20,0,,0
Finland,FIN,27-Jan-20,0,,0
Finland,FIN,28-Jan-20,0,,0
Finland,FIN,29-Jan-20,0,,0
Finland,FIN,30-Jan-20,0,,0
Finland,FIN,31-Jan-20,0,,0
Finland,FIN,1-Feb-20,0,,0
Finland,FIN,2-Feb-20,0,,0
Finland,FIN,3-Feb-20,0,,0
Finland,FIN,4-Feb-20,0,,0
Finland,FIN,5-Feb-20,0,,0
Finland,FIN,6-Feb-20,0,,0
Finland,FIN,7-Feb-20,0,,0
Finland,FIN,8-Feb-20,0,,0
Finland,FIN,9-Feb-20,0,,0
Finland,FIN,10-Feb-20,0,,0
Finland,FIN,11-Feb-20,0,,0
Finland,FIN,12-Feb-20,0,,0
Finland,FIN,13-Feb-20,0,,0
Finland,FIN,14-Feb-20,0,,0
Finland,FIN,15-Feb-20,0,,0
Finland,FIN,16-Feb-20,0,,0
Finland,FIN,17-Feb-20,0,,0
Finland,FIN,18-Feb-20,0,,0
Finland,FIN,19-Feb-20,0,,0
Finland,FIN,20-Feb-20,0,,0
Finland,FIN,21-Feb-20,0,,0
Finland,FIN,22-Feb-20,0,,0
Finland,FIN,23-Feb-20,0,,0
Finland,FIN,24-Feb-20,0,,0
Finland,FIN,25-Feb-20,0,,0
Finland,FIN,26-Feb-20,0,,0
Finland,FIN,27-Feb-20,0,,0
Finland,FIN,28-Feb-20,0,,0
Finland,FIN,29-Feb-20,0,,0
Finland,FIN,1-Mar-20,0,,0
Finland,FIN,2-Mar-20,0,,0
Finland,FIN,3-Mar-20,0,,
Finland,FIN,4-Mar-20,0,,0
Finland,FIN,5-Mar-20,0,,
Finland,FIN,6-Mar-20,0,,0
Finland,FIN,7-Mar-20,0,,0
Finland,FIN,8-Mar-20,0,,
Finland,FIN,9-Mar-20,0,,0
Finland,FIN,10-Mar-20,0,,0
Finland,FIN,11-Mar-20,0,,
Finland,FIN,12-Mar-20,0,,0
Finland,FIN,13-Mar-20,0,,0
Finland,FIN,14-Mar-20,0,,
Finland,FIN,15-Mar-20,0,,0
Finland,FIN,16-Mar-20,0,,0
Finland,FIN,17-Mar-20,0,,0
Finland,FIN,18-Mar-20,0,,0
Finland,FIN,19-Mar-20,,,0
Finland,FIN,20-Mar-20,,,0
Finland,FIN,21-Mar-20,,,0
Finland,FIN,22-Mar-20,,,1
Finland,FIN,23-Mar-20,,,1
Finland,FIN,24-Mar-20,,,1
Finland,FIN,25-Mar-20,,,1
Finland,FIN,26-Mar-20,,,3
Finland,FIN,27-Mar-20,,,4
France,FRA,31-Dec-19,,,0
France,FRA,1-Jan-20,,,0
France,FRA,2-Jan-20,,,0
France,FRA,3-Jan-20,,,0
France,FRA,4-Jan-20,,,0
France,FRA,5-Jan-20,,,0
France,FRA,6-Jan-20,,,0
France,FRA,7-Jan-20,,,0
France,FRA,8-Jan-20,,,0
France,FRA,9-Jan-20,,,0
France,FRA,10-Jan-20,,,0
France,FRA,11-Jan-20,,,0
France,FRA,12-Jan-20,,,0
France,FRA,13-Jan-20,,,0
France,FRA,14-Jan-20,,,0
France,FRA,15-Jan-20,,,0
France,FRA,16-Jan-20,,,0
France,FRA,17-Jan-20,,,0
France,FRA,18-Jan-20,,,0
France,FRA,19-Jan-20,,,0
France,FRA,20-Jan-20,,,0
France,FRA,21-Jan-20,,,0
France,FRA,22-Jan-20,0,,0
France,FRA,23-Jan-20,0,,0
France,FRA,24-Jan-20,0,,0
France,FRA,25-Jan-20,0,,0
France,FRA,26-Jan-20,0,,0
France,FRA,27-Jan-20,0,,0
France,FRA,28-Jan-20,0,,0
France,FRA,29-Jan-20,0,,0
France,FRA,30-Jan-20,0,,0
France,FRA,31-Jan-20,0,,0
France,FRA,1-Feb-20,0,,0
France,FRA,2-Feb-20,0,,0
France,FRA,3-Feb-20,0,,0
France,FRA,4-Feb-20,0,,0
France,FRA,5-Feb-20,0,,0
France,FRA,6-Feb-20,0,,0
France,FRA,7-Feb-20,0,,0
France,FRA,8-Feb-20,0,,0
France,FRA,9-Feb-20,0,,0
France,FRA,10-Feb-20,0,,0
France,FRA,11-Feb-20,0,,0
France,FRA,12-Feb-20,0,,0
France,FRA,13-Feb-20,0,,0
France,FRA,14-Feb-20,0,,0
France,FRA,15-Feb-20,1,,1
France,FRA,16-Feb-20,1,1,1
France,FRA,17-Feb-20,1,1,1
France,FRA,18-Feb-20,1,1,1
France,FRA,19-Feb-20,1,1,1
France,FRA,20-Feb-20,1,1,1
France,FRA,21-Feb-20,1,1,1
France,FRA,22-Feb-20,1,1,1
France,FRA,23-Feb-20,1,1,1
France,FRA,24-Feb-20,1,1,1
France,FRA,25-Feb-20,1,1,1
France,FRA,26-Feb-20,2,1,1
France,FRA,27-Feb-20,2,2,2
France,FRA,28-Feb-20,2,2,2
France,FRA,29-Feb-20,2,2,2
France,FRA,1-Mar-20,2,2,2
France,FRA,2-Mar-20,3,2,2
France,FRA,3-Mar-20,4,3,3
France,FRA,4-Mar-20,4,4,4
France,FRA,5-Mar-20,6,4,4
France,FRA,6-Mar-20,9,6,7
France,FRA,7-Mar-20,11,9,9
France,FRA,8-Mar-20,19,10,10
France,FRA,9-Mar-20,19,19,19
France,FRA,10-Mar-20,33,30,30
France,FRA,11-Mar-20,48,33,33
France,FRA,12-Mar-20,48,48,48
France,FRA,13-Mar-20,79,61,61
France,FRA,14-Mar-20,91,79,79
France,FRA,15-Mar-20,91,91,91
France,FRA,16-Mar-20,148,127,127
France,FRA,17-Mar-20,148,148,148
France,FRA,18-Mar-20,148,,175
France,FRA,19-Mar-20,,,244
France,FRA,20-Mar-20,,,372
France,FRA,21-Mar-20,,,450
France,FRA,22-Mar-20,,,562
France,FRA,23-Mar-20,,,674
France,FRA,24-Mar-20,,,860
France,FRA,25-Mar-20,,,1100
France,FRA,26-Mar-20,,,1331
France,FRA,27-Mar-20,,,1696
French Guiana,GUF,22-Jan-20,0,,
French Guiana,GUF,23-Jan-20,0,,
French Guiana,GUF,24-Jan-20,0,,
French Guiana,GUF,25-Jan-20,0,,
French Guiana,GUF,26-Jan-20,0,,
French Guiana,GUF,27-Jan-20,0,,
French Guiana,GUF,28-Jan-20,0,,
French Guiana,GUF,29-Jan-20,0,,
French Guiana,GUF,30-Jan-20,0,,
French Guiana,GUF,31-Jan-20,0,,
French Guiana,GUF,1-Feb-20,0,,
French Guiana,GUF,2-Feb-20,0,,
French Guiana,GUF,3-Feb-20,0,,
French Guiana,GUF,4-Feb-20,0,,
French Guiana,GUF,5-Feb-20,0,,
French Guiana,GUF,6-Feb-20,0,,
French Guiana,GUF,7-Feb-20,0,,
French Guiana,GUF,8-Feb-20,0,,
French Guiana,GUF,9-Feb-20,0,,
French Guiana,GUF,10-Feb-20,0,,
French Guiana,GUF,11-Feb-20,0,,
French Guiana,GUF,12-Feb-20,0,,
French Guiana,GUF,13-Feb-20,0,,
French Guiana,GUF,14-Feb-20,0,,
French Guiana,GUF,15-Feb-20,0,,
French Guiana,GUF,16-Feb-20,0,,
French Guiana,GUF,17-Feb-20,0,,
French Guiana,GUF,18-Feb-20,0,,
French Guiana,GUF,19-Feb-20,0,,
French Guiana,GUF,20-Feb-20,0,,
French Guiana,GUF,21-Feb-20,0,,
French Guiana,GUF,22-Feb-20,0,,
French Guiana,GUF,23-Feb-20,0,,
French Guiana,GUF,24-Feb-20,0,,
French Guiana,GUF,25-Feb-20,0,,
French Guiana,GUF,26-Feb-20,0,,
French Guiana,GUF,27-Feb-20,0,,
French Guiana,GUF,28-Feb-20,0,,
French Guiana,GUF,29-Feb-20,0,,
French Guiana,GUF,1-Mar-20,0,,
French Guiana,GUF,2-Mar-20,0,,
French Guiana,GUF,3-Mar-20,0,,
French Guiana,GUF,4-Mar-20,0,,
French Guiana,GUF,5-Mar-20,0,,
French Guiana,GUF,6-Mar-20,0,,
French Guiana,GUF,7-Mar-20,0,,
French Guiana,GUF,8-Mar-20,0,,
French Guiana,GUF,9-Mar-20,0,,
French Guiana,GUF,10-Mar-20,0,,
French Guiana,GUF,11-Mar-20,0,,
French Guiana,GUF,12-Mar-20,0,,
French Guiana,GUF,13-Mar-20,0,,
French Guiana,GUF,14-Mar-20,0,,
French Guiana,GUF,15-Mar-20,0,,
French Guiana,GUF,16-Mar-20,0,,
French Guiana,GUF,17-Mar-20,0,,
French Guiana,GUF,18-Mar-20,0,,
French Polynesia,PYF,22-Jan-20,0,,
French Polynesia,PYF,23-Jan-20,0,,
French Polynesia,PYF,24-Jan-20,0,,
French Polynesia,PYF,25-Jan-20,0,,
French Polynesia,PYF,26-Jan-20,0,,
French Polynesia,PYF,27-Jan-20,0,,
French Polynesia,PYF,28-Jan-20,0,,
French Polynesia,PYF,29-Jan-20,0,,
French Polynesia,PYF,30-Jan-20,0,,
French Polynesia,PYF,31-Jan-20,0,,
French Polynesia,PYF,1-Feb-20,0,,
French Polynesia,PYF,2-Feb-20,0,,
French Polynesia,PYF,3-Feb-20,0,,
French Polynesia,PYF,4-Feb-20,0,,
French Polynesia,PYF,5-Feb-20,0,,
French Polynesia,PYF,6-Feb-20,0,,
French Polynesia,PYF,7-Feb-20,0,,
French Polynesia,PYF,8-Feb-20,0,,
French Polynesia,PYF,9-Feb-20,0,,
French Polynesia,PYF,10-Feb-20,0,,
French Polynesia,PYF,11-Feb-20,0,,
French Polynesia,PYF,12-Feb-20,0,,
French Polynesia,PYF,13-Feb-20,0,,
French Polynesia,PYF,14-Feb-20,0,,
French Polynesia,PYF,15-Feb-20,0,,
French Polynesia,PYF,16-Feb-20,0,,
French Polynesia,PYF,17-Feb-20,0,,
French Polynesia,PYF,18-Feb-20,0,,
French Polynesia,PYF,19-Feb-20,0,,
French Polynesia,PYF,20-Feb-20,0,,
French Polynesia,PYF,21-Feb-20,0,,
French Polynesia,PYF,22-Feb-20,0,,
French Polynesia,PYF,23-Feb-20,0,,
French Polynesia,PYF,24-Feb-20,0,,
French Polynesia,PYF,25-Feb-20,0,,
French Polynesia,PYF,26-Feb-20,0,,
French Polynesia,PYF,27-Feb-20,0,,
French Polynesia,PYF,28-Feb-20,0,,
French Polynesia,PYF,29-Feb-20,0,,
French Polynesia,PYF,1-Mar-20,0,,
French Polynesia,PYF,2-Mar-20,0,,
French Polynesia,PYF,3-Mar-20,0,,
French Polynesia,PYF,4-Mar-20,0,,
French Polynesia,PYF,5-Mar-20,0,,
French Polynesia,PYF,6-Mar-20,0,,
French Polynesia,PYF,7-Mar-20,0,,
French Polynesia,PYF,8-Mar-20,0,,
French Polynesia,PYF,9-Mar-20,0,,
French Polynesia,PYF,10-Mar-20,0,,
French Polynesia,PYF,11-Mar-20,0,,
French Polynesia,PYF,12-Mar-20,0,,
French Polynesia,PYF,13-Mar-20,0,,
French Polynesia,PYF,14-Mar-20,0,,
French Polynesia,PYF,15-Mar-20,0,,
French Polynesia,PYF,16-Mar-20,0,,
French Polynesia,PYF,17-Mar-20,0,,
French Polynesia,PYF,18-Mar-20,0,,
French Polynesia,PYF,19-Mar-20,,,0
French Polynesia,PYF,20-Mar-20,,,0
French Polynesia,PYF,21-Mar-20,,,0
French Polynesia,PYF,22-Mar-20,,,0
French Polynesia,PYF,23-Mar-20,,,0
French Polynesia,PYF,24-Mar-20,,,0
French Polynesia,PYF,25-Mar-20,,,0
French Polynesia,PYF,26-Mar-20,,,0
French Polynesia,PYF,27-Mar-20,,,0
Gabon,GAB,22-Jan-20,0,,
Gabon,GAB,23-Jan-20,0,,
